OID_,FID_Clip_layer_neg_buffer,FID_gbif_occurrence,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
728,1,1244,579315987.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS96482693,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/18/95,18,5,1995,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS96482693,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:43.397Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
729,1,1254,579315745.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95786746,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/18/95,18,5,1995,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95786746,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:30:21.690Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
730,1,1262,579315590.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95786789,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/23/95,23,7,1995,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95786789,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:42.224Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
731,1,1341,579313501.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS96504301,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/29/95,29,5,1995,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS96504301,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:14.597Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
732,1,1415,579310696.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95786753,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/29/95,29,5,1995,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95786753,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:10.617Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
733,1,1420,579310643.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95786781,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/10/95,10,7,1995,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95786781,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:42.258Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
734,1,1435,579310221.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95786775,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,6/27/95,27,6,1995,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95786775,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:06:58.625Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
735,1,1441,579310060.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS96482716,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,6/27/95,27,6,1995,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS96482716,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:25.227Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
736,1,3601,278259978.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89942071,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/27/93,27,5,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89942071,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:45.371Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
737,1,3665,278217068.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90157969,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/27/93,27,5,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90157969,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:00.158Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
738,1,3673,278210456.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS94206125,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/21/94,21,5,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS94206125,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:22.191Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
739,1,3693,278198399.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90155256,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/27/93,27,5,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90155256,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:09.475Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
740,1,3694,278198386.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90155249,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/17/93,17,5,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90155249,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:17.518Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
741,1,3737,278182838.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS94206144,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,6/20/94,20,6,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS94206144,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:45.445Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
742,1,3812,278155603.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89942060,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/17/93,17,5,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89942060,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:44.710Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
743,1,3828,278149614.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS94206162,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/20/94,20,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS94206162,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:06:53.970Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
744,1,3872,278125673.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS94209187,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/5/94,5,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS94209187,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:25.117Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
745,1,3885,278118863.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS94209209,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/5/94,5,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS94209209,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:46.336Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
746,1,3894,278114505.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS94206153,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/5/94,5,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS94206153,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:07.511Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
747,1,4056,277368968.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS94206102,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/12/94,12,5,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS94206102,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:30:31.438Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
748,1,4229,273123042.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90157983,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/27/93,27,5,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90157983,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:00.131Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
749,1,4230,273123041.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89942124,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/21/93,21,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89942124,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:33.877Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
750,1,4231,273123040.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89942112,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/9/93,9,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89942112,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:30:00.628Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
751,1,4292,273103540.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89942099,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,6/29/93,29,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89942099,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:22.259Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
752,1,4354,272529020.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89942086,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,6/11/93,11,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89942086,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:33.945Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
753,1,4412,272186830.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS91843960,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/21/94,21,5,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS91843960,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:30:04.530Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
754,1,4423,272183248.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS91844023,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/20/94,20,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS91844023,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:03.426Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
755,1,4454,272174844.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS91844005,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/5/94,5,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS91844005,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:15.883Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
756,1,4460,272170596.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS91843974,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,6/7/94,7,6,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS91843974,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:22.630Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
757,1,4496,272151372.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS91843946,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,5/12/94,12,5,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS91843946,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:30:04.639Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
758,1,4500,272150111.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90155282,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,7/9/93,9,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90155282,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:55.677Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
759,1,4538,272142247.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90157958,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,6/11/93,11,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90157958,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:01.598Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
760,1,4567,272138903.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS91843989,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork C2,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.231524999999998,-122.292940000000002,,,,,,,6/20/94,20,6,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS91843989,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:31:28.066Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
761,1,3945,278020732.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89942343,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork SF1,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.232210000000002,-122.274789999999996,,,,,,,5/11/93,11,5,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89942343,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:55.302Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
762,1,1113,579321258.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS123118400,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Butano South Fork A1,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.232242999999997,-122.280919999999995,,,,,,,5/7/96,7,5,1996,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS123118400,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:17.364Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
